Date;Sector;Percent change from baseline
2021-09-22;transit stations;-37
2021-09-24;workplaces;-40
2021-09-25;grocery and pharmacy;-2
2021-09-25;workplaces;-10
2021-09-26;parks;64
2021-09-28;grocery and pharmacy;-6
2021-09-30;transit stations;-34
2021-10-01;grocery and pharmacy;1
2021-10-01;residential;8
2021-10-04;residential;10
2021-10-05;workplaces;-39
2021-10-08;residential;8
2021-10-09;grocery and pharmacy;-4
2021-10-11;retail and recreation;-15
2021-10-11;parks;61
2021-10-12;workplaces;-38
2021-10-13;grocery and pharmacy;-1
2021-10-17;retail and recreation;-12
2021-10-17;grocery and pharmacy;-2
2021-10-17;parks;60
2021-10-17;workplaces;-5
2021-10-19;grocery and pharmacy;-1
2021-10-19;workplaces;-38
2021-10-20;retail and recreation;-16
2021-10-20;transit stations;-36
2021-10-24;transit stations;-17
2021-10-27;parks;25
2021-10-29;parks;17
2021-10-30;grocery and pharmacy;-2
2021-10-30;parks;12
2021-10-30;transit stations;-14
2021-10-31;workplaces;-6
2021-11-06;workplaces;-11
2021-11-09;grocery and pharmacy;4
2021-11-09;parks;31
2021-11-09;transit stations;-35
2021-11-10;grocery and pharmacy;0
2021-11-10;parks;8
2021-11-11;retail and recreation;-11
2021-11-12;retail and recreation;-14
2021-11-12;workplaces;-34
2021-11-18;retail and recreation;-11
2021-11-18;workplaces;-32
2021-11-19;retail and recreation;-11
2021-11-20;grocery and pharmacy;-3
2021-11-21;grocery and pharmacy;1
2021-11-21;transit stations;-14
2021-11-26;workplaces;-34
2021-11-26;residential;9
2021-11-29;workplaces;-36
2021-12-01;transit stations;-36
2021-12-02;transit stations;-32
2021-12-03;workplaces;-33
2021-12-04;residential;1
2021-12-05;workplaces;-1
2021-12-06;transit stations;-38
2021-12-06;residential;11
2021-12-07;transit stations;-37
2021-12-07;workplaces;-32
2021-12-09;parks;8
2021-12-10;residential;9
2021-12-12;transit stations;-17
2021-12-16;residential;12
2021-12-17;retail and recreation;-13
2021-12-19;parks;6
2021-12-20;workplaces;-54
2021-12-21;workplaces;-54
2021-12-24;retail and recreation;-43
2021-12-24;parks;-27
2021-12-30;parks;11
2022-01-01;retail and recreation;-68
2022-01-03;residential;22
2022-01-05;parks;-5
2022-01-06;parks;-18
2022-01-09;retail and recreation;-24
2022-01-11;retail and recreation;-25
2022-01-12;parks;8
2022-01-12;workplaces;-39
2022-01-13;workplaces;-38
2022-01-13;residential;14
2022-01-15;retail and recreation;-24
2022-01-16;parks;28
2022-01-17;parks;34
2022-01-18;parks;16
2022-01-19;grocery and pharmacy;-9
2022-01-19;parks;3
2022-01-19;workplaces;-37
2022-01-20;retail and recreation;-22
2022-01-21;parks;6
2022-01-23;workplaces;-1
2022-01-24;parks;16
2022-01-25;transit stations;-44
2022-01-31;workplaces;-37
2022-01-31;residential;12
2022-02-02;retail and recreation;-20
2022-02-03;retail and recreation;-18
2022-02-04;transit stations;-33
2022-02-05;transit stations;-26
2022-02-07;residential;11
2020-02-15;retail and recreation;-17
2020-02-15;grocery and pharmacy;-10
2020-02-15;workplaces;-4
2020-02-16;workplaces;-1
2020-02-17;retail and recreation;5
2020-02-18;parks;12
2020-02-19;retail and recreation;5
2020-02-19;transit stations;-2
2020-02-20;parks;3
2020-02-20;transit stations;-4
2020-02-22;workplaces;0
2020-02-23;retail and recreation;3
2020-02-23;transit stations;13
2020-02-24;retail and recreation;-7
2020-02-25;residential;0
2020-02-26;residential;0
2020-03-03;workplaces;2
2020-03-05;workplaces;0
2020-03-06;parks;26
2020-03-06;transit stations;2
2020-03-08;parks;24
2020-03-09;retail and recreation;-7
2020-03-10;retail and recreation;-1
2020-03-10;parks;-7
2020-03-14;retail and recreation;-19
2020-03-14;parks;3
2020-03-17;parks;6
2020-03-18;grocery and pharmacy;15
2020-03-20;residential;18
2020-03-21;retail and recreation;-67
2020-03-22;grocery and pharmacy;-20
2020-03-23;transit stations;-62
2020-03-25;transit stations;-77
2020-03-27;parks;-7
2020-03-27;workplaces;-72
2020-03-28;grocery and pharmacy;-44
2020-03-31;parks;10
2020-04-01;grocery and pharmacy;-38
2020-04-03;residential;33
2020-04-04;workplaces;-58
2020-04-06;residential;31
2020-04-08;retail and recreation;-80
2020-04-08;parks;2
2020-04-08;workplaces;-75
2020-04-09;grocery and pharmacy;-21
2020-04-09;workplaces;-75
2020-04-09;residential;32
2020-04-10;parks;18
2020-04-10;residential;36
2020-04-13;grocery and pharmacy;-44
2020-04-13;parks;16
2020-04-14;retail and recreation;-78
2020-04-14;grocery and pharmacy;-29
2020-04-16;workplaces;-75
2020-04-18;workplaces;-56
2020-04-19;workplaces;-50
2020-04-24;residential;32
2020-04-25;transit stations;-76
2020-04-25;workplaces;-53
2020-04-27;retail and recreation;-77
2020-04-27;grocery and pharmacy;-35
2020-04-30;workplaces;-73
2020-05-01;retail and recreation;-82
2020-05-02;workplaces;-52
2020-05-04;retail and recreation;-77
2020-05-06;transit stations;-77
2020-05-07;transit stations;-75
2020-05-08;retail and recreation;-82
2020-05-08;grocery and pharmacy;-32
2020-05-11;transit stations;-76
2020-05-13;residential;29
2020-05-14;residential;27
2020-05-15;workplaces;-68
2020-05-16;workplaces;-48
2020-05-17;parks;73
2020-05-18;retail and recreation;-74
2020-05-18;transit stations;-73
2020-05-19;residential;27
2020-05-20;grocery and pharmacy;-23
2020-05-24;grocery and pharmacy;-26
2020-05-24;residential;11
2020-05-25;parks;227
2020-05-27;workplaces;-65
2020-05-28;grocery and pharmacy;-18
2020-05-29;workplaces;-64
2020-05-29;residential;25
2020-05-31;residential;10
2020-06-04;retail and recreation;-71
2020-06-05;grocery and pharmacy;-19
2020-06-05;workplaces;-61
2020-06-06;retail and recreation;-79
2020-06-07;residential;10
2020-06-08;retail and recreation;-68
2020-06-09;residential;24
2020-06-13;parks;88
2020-06-13;residential;12
2020-06-14;parks;85
2020-06-14;residential;11
2020-06-16;retail and recreation;-61
2020-06-16;parks;92
2020-06-18;workplaces;-62
2020-06-19;retail and recreation;-64
2020-06-20;grocery and pharmacy;-17
2020-06-20;parks;91
2020-06-21;parks;94
2020-06-21;workplaces;-17
2020-06-23;grocery and pharmacy;-12
2020-06-23;transit stations;-62
2020-06-25;parks;179
2020-06-26;parks;127
2020-06-27;parks;-2
2020-06-29;residential;22
2020-06-30;retail and recreation;-52
2020-07-04;parks;9
2020-07-06;grocery and pharmacy;-18
2020-07-06;workplaces;-58
2020-07-07;grocery and pharmacy;-18
2020-07-08;retail and recreation;-53
2020-07-10;grocery and pharmacy;-14
2020-07-12;parks;133
2020-07-12;transit stations;-45
2020-07-13;parks;46
2020-07-13;workplaces;-57
2020-07-14;residential;18
2020-07-15;residential;19
2020-07-16;workplaces;-55
2020-07-17;retail and recreation;-44
2020-07-17;residential;15
2020-07-18;transit stations;-50
2020-07-21;grocery and pharmacy;-16
2020-07-24;grocery and pharmacy;-19
2020-07-26;retail and recreation;-44
2020-07-30;transit stations;-58
2020-07-31;retail and recreation;-42
2020-07-31;grocery and pharmacy;-18
2020-07-31;workplaces;-57
2020-07-31;residential;13
2020-08-02;retail and recreation;-41
2020-08-03;residential;15
2020-08-04;workplaces;-58
2020-08-05;residential;16
2020-08-07;parks;98
2020-08-10;grocery and pharmacy;-23
2020-08-11;retail and recreation;-24
2020-08-13;workplaces;-57
2020-08-13;residential;16
2020-08-15;grocery and pharmacy;-26
2020-08-17;residential;14
2020-08-19;grocery and pharmacy;-27
2020-08-20;workplaces;-56
2020-08-23;workplaces;-12
2020-08-26;retail and recreation;-16
2020-08-26;grocery and pharmacy;-20
2020-08-27;retail and recreation;-36
2020-08-28;transit stations;-51
2020-08-28;workplaces;-55
2020-08-28;residential;13
2020-08-29;residential;1
2020-08-31;transit stations;-56
2020-09-02;retail and recreation;-34
2020-09-02;transit stations;-56
2020-09-06;transit stations;-39
2020-09-07;grocery and pharmacy;-19
2020-09-09;grocery and pharmacy;-17
2020-09-10;workplaces;-50
2020-09-11;grocery and pharmacy;-15
2020-09-11;transit stations;-46
2020-09-11;workplaces;-49
2020-09-11;residential;11
2020-09-12;grocery and pharmacy;-17
2020-09-12;transit stations;-39
2020-09-13;retail and recreation;-34
2020-09-13;grocery and pharmacy;-16
2020-09-14;retail and recreation;-31
2020-09-15;grocery and pharmacy;-13
2020-09-16;retail and recreation;-33
2020-09-17;parks;93
2020-09-18;grocery and pharmacy;-14
2020-09-19;parks;58
2020-09-21;parks;102
2020-09-22;grocery and pharmacy;-14
2020-09-22;parks;50
2020-09-27;workplaces;-8
2020-09-27;residential;3
2020-09-28;transit stations;-50
2020-10-01;grocery and pharmacy;-9
2020-10-02;grocery and pharmacy;-17
2020-10-05;workplaces;-44
2020-10-07;transit stations;-51
2020-10-10;parks;34
2020-10-11;transit stations;-41
2020-10-14;residential;14
2020-10-15;parks;42
2020-10-15;workplaces;-42
2020-10-15;residential;14
2020-10-16;transit stations;-48
2020-10-17;retail and recreation;-38
2020-10-18;transit stations;-44
2020-10-18;residential;5
2020-10-24;parks;-14
2020-10-25;grocery and pharmacy;-10
2020-10-25;workplaces;-6
2020-10-27;workplaces;-51
2020-10-27;residential;17
2020-10-28;retail and recreation;-32
2020-10-29;workplaces;-51
2020-10-30;grocery and pharmacy;-10
2020-10-31;retail and recreation;-42
2020-11-01;workplaces;-8
2020-11-02;retail and recreation;-22
2020-11-05;residential;21
2020-11-06;transit stations;-65
2020-11-07;grocery and pharmacy;-21
2020-11-08;retail and recreation;-71
2020-11-08;transit stations;-69
2020-11-09;transit stations;-63
2020-11-09;residential;21
2020-11-10;parks;46
2020-11-10;transit stations;-62
2020-11-12;grocery and pharmacy;-15
2020-11-12;residential;21
2020-11-16;workplaces;-51
2020-11-20;retail and recreation;-65
2020-11-21;workplaces;-31
2020-11-23;retail and recreation;-57
2020-11-25;workplaces;-48
2020-11-25;residential;21
2020-11-27;parks;18
2020-11-28;workplaces;-28
2020-11-29;retail and recreation;-63
2020-11-29;grocery and pharmacy;-20
2020-12-02;retail and recreation;-48
2020-12-02;grocery and pharmacy;-12
2020-12-05;retail and recreation;-54
2020-12-09;parks;0
2020-12-12;grocery and pharmacy;-9
2020-12-13;parks;-28
2020-12-13;workplaces;-17
2020-12-14;retail and recreation;-42
2020-12-15;grocery and pharmacy;-7
2020-12-16;transit stations;-60
2020-12-17;parks;35
2020-12-18;residential;20
2020-12-19;grocery and pharmacy;-12
2020-12-19;parks;17
2020-12-24;retail and recreation;-43
2020-12-26;parks;-42
2020-12-27;parks;30
2020-12-29;transit stations;-69
2020-12-31;parks;97
2020-12-31;transit stations;-68
2021-01-02;workplaces;-26
2021-01-03;transit stations;-65
2021-01-04;parks;15
2021-01-04;transit stations;-65
2021-01-05;workplaces;-56
2021-01-07;transit stations;-72
2021-01-07;residential;26
2021-01-09;workplaces;-30
2021-01-10;retail and recreation;-73
2021-01-12;retail and recreation;-67
2021-01-12;transit stations;-73
2021-01-17;grocery and pharmacy;-28
2021-01-18;parks;15
2021-01-19;residential;25
2021-01-23;residential;15
2021-01-24;grocery and pharmacy;-30
2021-01-24;transit stations;-72
2021-01-25;grocery and pharmacy;-26
2021-01-26;retail and recreation;-67
2021-01-26;workplaces;-59
2021-01-27;grocery and pharmacy;-27
2021-01-27;workplaces;-57
2021-01-28;workplaces;-58
2021-01-29;workplaces;-56
2021-02-01;workplaces;-57
2021-02-02;grocery and pharmacy;-25
2021-02-04;grocery and pharmacy;-25
2021-02-07;workplaces;-32
2021-02-08;residential;23
2021-02-10;retail and recreation;-67
2021-02-10;grocery and pharmacy;-21
2021-02-12;grocery and pharmacy;-15
2021-02-13;transit stations;-76
2021-02-14;residential;14
2021-02-15;workplaces;-60
2021-02-16;workplaces;-61
2021-02-23;transit stations;-71
2021-02-26;parks;109
2021-02-27;parks;94
2021-02-28;grocery and pharmacy;-10
2021-02-28;transit stations;-61
2021-03-01;retail and recreation;-59
2021-03-01;transit stations;-70
2021-03-01;workplaces;-56
2021-03-02;retail and recreation;-60
2021-03-02;transit stations;-70
2021-03-03;residential;23
2021-03-04;retail and recreation;-63
2021-03-05;retail and recreation;-63
2021-03-05;transit stations;-71
2021-03-06;workplaces;-27
2021-03-06;residential;13
2021-03-10;transit stations;-69
2021-03-11;workplaces;-52
2021-03-12;grocery and pharmacy;-5
2021-03-14;transit stations;-66
2021-03-14;workplaces;-19
2021-03-17;grocery and pharmacy;-11
2021-03-17;transit stations;-64
2021-03-18;retail and recreation;-58
2021-03-18;grocery and pharmacy;-8
2021-03-21;parks;120
2021-03-22;grocery and pharmacy;-12
2021-03-23;grocery and pharmacy;-8
2021-03-23;parks;85
2021-03-24;residential;19
2021-03-26;grocery and pharmacy;-4
2021-03-26;residential;21
2021-03-31;retail and recreation;-54
2021-03-31;residential;16
2021-04-02;grocery and pharmacy;-3
2021-04-02;workplaces;-73
2021-04-07;grocery and pharmacy;-11
2021-04-09;transit stations;-64
2021-04-11;retail and recreation;-61
2021-04-12;residential;15
2021-04-14;retail and recreation;-35
2021-04-15;transit stations;-55
2021-04-15;workplaces;-53
2021-04-17;transit stations;-42
2021-04-20;retail and recreation;-32
2021-04-20;parks;134
2021-04-20;transit stations;-50
2021-04-22;workplaces;-44
2021-04-23;workplaces;-43
2021-04-25;retail and recreation;-38
2021-04-25;workplaces;-16
2021-04-26;retail and recreation;-35
2021-04-28;retail and recreation;-44
2021-04-29;parks;95
2021-04-29;workplaces;-44
2021-05-01;retail and recreation;-43
2021-05-02;retail and recreation;-33
2021-05-02;residential;3
2021-05-03;grocery and pharmacy;-21
2021-05-04;grocery and pharmacy;2
2021-05-05;retail and recreation;-40
2021-05-06;retail and recreation;-33
2021-05-06;grocery and pharmacy;2
2021-05-06;residential;14
2021-05-08;residential;10
2021-05-10;retail and recreation;-37
2021-05-11;grocery and pharmacy;-5
2021-05-12;residential;15
2021-05-13;grocery and pharmacy;-4
2021-05-14;transit stations;-49
2021-05-16;retail and recreation;-40
2021-05-18;workplaces;-43
2021-05-18;residential;13
2021-05-23;parks;0
2021-05-23;residential;4
2021-05-25;workplaces;-42
2021-05-29;residential;0
2021-05-31;retail and recreation;-21
2021-05-31;grocery and pharmacy;-9
2021-06-05;retail and recreation;-34
2021-06-06;retail and recreation;-24
2021-06-06;parks;101
2021-06-06;workplaces;-2
2021-06-09;grocery and pharmacy;2
2021-06-10;transit stations;-45
2021-06-10;residential;12
2021-06-11;residential;10
2021-06-16;grocery and pharmacy;3
2021-06-16;parks;93
2021-06-16;workplaces;-39
2021-06-16;residential;11
2021-06-17;grocery and pharmacy;4
2021-06-17;residential;12
2021-06-19;residential;2
2021-06-20;parks;27
2021-06-21;residential;12
2021-06-22;grocery and pharmacy;0
2021-06-29;grocery and pharmacy;-5
2021-06-30;grocery and pharmacy;-2
2021-07-01;transit stations;-46
2021-07-06;residential;13
2021-07-07;parks;29
2021-07-08;grocery and pharmacy;0
2021-07-09;residential;11
2021-07-10;residential;3
2021-07-11;grocery and pharmacy;0
2021-07-11;residential;0
2021-07-14;retail and recreation;-25
2021-07-14;workplaces;-43
2021-07-15;grocery and pharmacy;2
2021-07-16;parks;113
2021-07-17;retail and recreation;-39
2021-07-17;grocery and pharmacy;-4
2021-07-18;workplaces;-3
2021-07-19;retail and recreation;-24
2021-07-21;retail and recreation;-24
2021-07-24;retail and recreation;-36
2021-07-24;residential;3
2021-07-30;retail and recreation;-24
2021-08-01;retail and recreation;-21
2021-08-01;workplaces;-2
2021-08-02;retail and recreation;-23
2021-08-03;grocery and pharmacy;0
2021-08-03;parks;102
2021-08-07;retail and recreation;-32
2021-08-10;transit stations;-52
2021-08-12;parks;84
2021-08-13;residential;10
2021-08-14;grocery and pharmacy;-8
2021-08-16;retail and recreation;-18
2021-08-17;transit stations;-49
2021-08-17;workplaces;-51
2021-08-18;parks;53
2021-08-23;retail and recreation;-16
2021-08-25;parks;66
2021-08-25;transit stations;-48
2021-08-28;workplaces;-13
2021-08-29;retail and recreation;-14
2021-08-29;transit stations;-28
2021-09-01;retail and recreation;-19
2021-09-04;transit stations;-22
2021-09-05;transit stations;-22
2021-09-05;residential;0
2021-09-07;parks;125
2021-09-09;residential;11
2021-09-14;transit stations;-39
2021-09-15;grocery and pharmacy;1
2021-09-18;transit stations;-18
2021-09-19;parks;96
2021-09-20;grocery and pharmacy;0
2021-09-21;workplaces;-42
2021-09-23;transit stations;-35
2021-09-25;retail and recreation;-17
2021-09-25;transit stations;-15
2021-09-27;grocery and pharmacy;-1
2021-09-28;retail and recreation;-19
2021-09-28;workplaces;-41
2021-09-29;workplaces;-40
2021-09-30;workplaces;-40
2021-10-01;parks;43
2021-10-03;residential;2
2021-10-04;transit stations;-36
2021-10-06;grocery and pharmacy;-3
2021-10-07;retail and recreation;-13
2021-10-07;residential;9
2021-10-08;transit stations;-28
2021-10-09;transit stations;-18
2021-10-09;workplaces;-9
2021-10-09;residential;0
2021-10-14;workplaces;-37
2021-10-15;retail and recreation;-14
2021-10-16;grocery and pharmacy;-4
2021-10-16;workplaces;-10
2021-10-21;grocery and pharmacy;2
2021-10-24;workplaces;-7
2021-10-25;parks;42
2021-10-28;retail and recreation;-8
2021-10-28;residential;11
2021-10-29;grocery and pharmacy;1
2021-10-29;workplaces;-44
2021-10-30;residential;0
2021-10-31;retail and recreation;-12
2021-10-31;parks;8
2021-11-02;retail and recreation;-11
2021-11-03;parks;7
2021-11-03;residential;10
2021-11-04;residential;10
2021-11-05;grocery and pharmacy;3
2021-11-06;retail and recreation;-18
2021-11-07;transit stations;-15
2021-11-08;residential;10
2021-11-10;residential;10
2021-11-12;grocery and pharmacy;-2
2021-11-13;parks;32
2021-11-15;retail and recreation;-15
2021-11-16;retail and recreation;-8
2021-11-16;grocery and pharmacy;3
2021-11-17;grocery and pharmacy;0
2021-11-20;transit stations;-13
2021-11-24;residential;10
2021-11-25;retail and recreation;-9
2021-11-29;residential;11
2021-11-30;retail and recreation;-7
2021-12-02;parks;18
2021-12-03;residential;9
2021-12-04;transit stations;-12
2021-12-05;retail and recreation;-7
2021-12-05;grocery and pharmacy;-1
2021-12-05;residential;1
2021-12-07;grocery and pharmacy;-2
2021-12-08;grocery and pharmacy;1
2021-12-09;retail and recreation;-4
2021-12-10;parks;6
2021-12-11;parks;-6
2021-12-11;workplaces;-3
2021-12-13;grocery and pharmacy;2
2021-12-14;residential;12
2021-12-15;grocery and pharmacy;4
2021-12-16;retail and recreation;-7
2021-12-18;grocery and pharmacy;-3
2021-12-18;transit stations;-29
2021-12-23;retail and recreation;-12
2021-12-24;grocery and pharmacy;-3
2021-12-27;retail and recreation;-35
2021-12-27;transit stations;-61
2021-12-27;workplaces;-82
2021-12-27;residential;17
2021-12-30;residential;18
2022-01-02;grocery and pharmacy;-17
2022-01-02;workplaces;-11
2022-01-03;transit stations;-62
2022-01-04;grocery and pharmacy;-7
2022-01-04;transit stations;-55
2022-01-04;workplaces;-49
2022-01-05;transit stations;-55
2022-01-07;parks;-16
2022-01-07;workplaces;-40
2022-01-08;grocery and pharmacy;-14
2022-01-08;workplaces;-8
2022-01-09;workplaces;-1
2022-01-09;residential;5
2022-01-10;transit stations;-49
2022-01-12;retail and recreation;-28
2022-01-12;grocery and pharmacy;-9
2022-01-14;grocery and pharmacy;-7
2022-01-15;workplaces;-6
2022-01-16;residential;4
2022-01-18;residential;13
2022-01-21;residential;13
2022-01-22;retail and recreation;-20
2022-01-22;workplaces;-5
2022-01-23;parks;19
2022-01-24;grocery and pharmacy;-10
2022-01-24;workplaces;-39
2022-01-24;residential;13
2022-01-27;parks;35
2022-01-27;residential;12
2022-01-30;retail and recreation;-10
2022-01-30;grocery and pharmacy;-8
2022-01-30;workplaces;-1
2022-01-31;grocery and pharmacy;-8
2022-02-02;transit stations;-40
2022-02-06;grocery and pharmacy;-11
