,Fuel Type,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km]
3483,Diesel,78.0,19.6,43.0,51.0
3484,Diesel,117.0,19.6,51.0,60.0
3485,Diesel,78.0,19.6,43.0,51.0
3486,Diesel,117.0,19.6,51.0,60.0
3487,Diesel,117.0,19.6,51.0,60.0
3488,Diesel,128.0,19.6,64.0,75.0
3489,Diesel,176.0,19.6,68.0,77.0
3490,Diesel,176.0,19.6,68.0,77.0
3491,Diesel,74.0,19.6,48.0,61.0
3492,Diesel,117.0,19.6,51.0,60.0
3493,Diesel,117.0,19.6,51.0,60.0
3494,Diesel,117.0,19.6,51.0,60.0
3495,Diesel,117.0,19.6,51.0,60.0
3496,Diesel,117.0,19.6,51.0,60.0
3497,Diesel,74.0,19.6,48.0,61.0
3498,Electricity,0.0,19.6,0.0,0.0
3499,Electricity,0.0,19.6,0.0,0.0
3500,Electricity,0.0,19.6,0.0,0.0
3501,Electricity,0.0,19.6,0.0,0.0
3502,Electricity,0.0,19.6,0.0,0.0
3503,Electricity,0.0,19.6,0.0,0.0
3504,Diesel,44.0,0.0,43.0,47.0
3505,Diesel,44.0,0.0,43.0,47.0
3506,Diesel,37.0,0.0,58.0,63.0
3507,Diesel,37.0,0.0,58.0,63.0
3508,Diesel,42.0,0.0,50.0,54.0
3509,Diesel,42.0,0.0,50.0,54.0
3510,Diesel,53.0,0.0,61.0,65.0
3511,Diesel,53.0,0.0,61.0,65.0
3512,Diesel,44.0,0.0,43.0,47.0
3513,Diesel,44.0,0.0,43.0,47.0
3514,Diesel,37.0,0.0,58.0,63.0
3515,Diesel,37.0,0.0,58.0,63.0
3516,Diesel,42.0,0.0,50.0,54.0
3517,Diesel,42.0,0.0,50.0,54.0
3518,Diesel,53.0,0.0,61.0,65.0
3519,Diesel,53.0,0.0,61.0,65.0
3520,Electricity / Petrol,314.0,19.0,54.0,21.926966292134832
3521,Electricity / Petrol,314.0,19.0,54.0,21.926966292134832
3522,Diesel,117.0,13.103641456582633,49.0,65.0
3523,Diesel,117.0,0.0,49.0,65.0
3524,Diesel,117.0,0.0,49.0,65.0
3525,Diesel,117.0,0.0,49.0,65.0
3526,Diesel,69.0,0.0,37.0,43.0
3527,Diesel,69.0,0.0,37.0,43.0
3528,Diesel,85.0,0.0,46.0,54.0
3529,Diesel,85.0,0.0,46.0,54.0
3530,Diesel,117.0,0.0,49.0,65.0
3531,Diesel,117.0,0.0,49.0,65.0
3532,Diesel,69.0,0.0,37.0,43.0
3533,Diesel,69.0,0.0,37.0,43.0
3534,Petrol,101.0,27.0,31.0,0.0
3535,Petrol,101.0,27.0,31.0,0.0
3536,Petrol,111.0,23.0,27.0,0.0
3537,Petrol,111.0,23.0,27.0,0.0
3538,Diesel,48.0,0.0,62.0,69.0
3539,Diesel,48.0,0.0,62.0,69.0
3540,Diesel,33.0,0.0,59.0,67.0
3541,Diesel,33.0,0.0,59.0,67.0
3542,Petrol,180.0,26.0,26.0,0.0
3543,Petrol,180.0,26.0,26.0,0.0
3544,Petrol,120.0,24.0,25.0,0.0
3545,Petrol,120.0,24.0,25.0,0.0
3546,Diesel,76.0,0.0,22.0,28.0
3547,Diesel,76.0,0.0,22.0,28.0
3548,Diesel,76.0,0.0,22.0,28.0
3549,Diesel,76.0,0.0,22.0,28.0
3550,Petrol,269.0,15.0,9.0,0.0
3551,Petrol,269.0,15.0,9.0,0.0
3552,Petrol,532.0,19.0,12.0,0.0
3553,Petrol,532.0,19.0,12.0,0.0
3554,Petrol,201.0,19.0,26.0,0.0
3555,Petrol,201.0,19.0,26.0,0.0
3556,Petrol,101.0,27.0,31.0,0.0
3557,Petrol,101.0,27.0,31.0,0.0
3558,Petrol,111.0,23.0,27.0,0.0
3559,Petrol,111.0,23.0,27.0,0.0
3560,Diesel,33.0,0.0,59.0,67.0
3561,Diesel,33.0,0.0,59.0,67.0
3562,Diesel,48.0,0.0,62.0,69.0
3563,Diesel,48.0,0.0,62.0,69.0
3564,Petrol,180.0,26.0,26.0,0.0
3565,Petrol,180.0,26.0,26.0,0.0
3566,Petrol,120.0,24.0,25.0,0.0
3567,Petrol,120.0,24.0,25.0,0.0
3568,Diesel,76.0,0.0,22.0,28.0
3569,Diesel,76.0,0.0,22.0,28.0
3570,Diesel,76.0,0.0,22.0,28.0
3571,Diesel,76.0,0.0,22.0,28.0
3572,Petrol,269.0,15.0,9.0,0.0
3573,Petrol,269.0,15.0,9.0,0.0
3574,Petrol,532.0,19.0,12.0,0.0
3575,Petrol,532.0,19.0,12.0,0.0
3576,Petrol,245.0,27.0,27.0,0.0
3577,Petrol,245.0,27.0,27.0,0.0
3578,Petrol,179.0,32.0,28.0,0.0
3579,Petrol,179.0,32.0,28.0,0.0
3580,Petrol,120.0,19.0,23.0,0.0
3581,Petrol,120.0,19.0,23.0,0.0
3582,Petrol,120.0,19.0,23.0,0.0
3583,Petrol,120.0,19.0,23.0,0.0
3584,Petrol,120.0,19.0,23.0,0.0
3585,Petrol,120.0,19.0,23.0,0.0
3586,Petrol,101.0,27.0,31.0,0.0
3587,Petrol,101.0,27.0,31.0,0.0
3588,Diesel,33.0,0.0,59.0,67.0
3589,Diesel,33.0,0.0,59.0,67.0
3590,Petrol,120.0,24.0,25.0,0.0
3591,Petrol,120.0,24.0,25.0,0.0
3592,Diesel,76.0,0.0,22.0,28.0
3593,Diesel,76.0,0.0,22.0,28.0
3594,Diesel,76.0,0.0,22.0,28.0
3595,Diesel,76.0,0.0,22.0,28.0
3596,Petrol,269.0,15.0,9.0,0.0
3597,Petrol,269.0,15.0,9.0,0.0
3598,Petrol,205.0,27.0,12.0,0.0
3599,Petrol,205.0,27.0,12.0,0.0
3600,Petrol,362.0,30.0,18.0,0.0
3601,Petrol,362.0,30.0,18.0,0.0
3602,Petrol,376.0,29.0,18.0,0.0
3603,Petrol,376.0,29.0,18.0,0.0
3604,Diesel,45.0,0.0,21.0,29.0
3605,Diesel,45.0,0.0,21.0,29.0
3606,Diesel,44.0,0.0,21.0,29.0
3607,Diesel,44.0,0.0,21.0,29.0
3608,Petrol,274.0,20.0,18.0,0.0
3609,Petrol,274.0,20.0,18.0,0.0
3610,Diesel,72.0,0.0,22.0,33.0
3611,Diesel,72.0,0.0,22.0,33.0
3612,Diesel,73.0,0.0,19.0,30.0
3613,Diesel,73.0,0.0,19.0,30.0
3614,Petrol,186.0,40.0,30.0,0.0
3615,Petrol,186.0,40.0,30.0,0.0
3616,Petrol,130.0,27.0,21.0,0.0
3617,Petrol,130.0,27.0,21.0,0.0
3618,Petrol,186.0,40.0,30.0,0.0
3619,Petrol,186.0,40.0,30.0,0.0
3620,Petrol,281.0,25.0,29.0,0.0
3621,Petrol,281.0,25.0,29.0,0.0
3622,Petrol,362.0,30.0,18.0,0.0
3623,Petrol,362.0,30.0,18.0,0.0
3624,Diesel,85.0,0.0,19.0,23.0
3625,Diesel,85.0,0.0,19.0,23.0
3626,Diesel,45.0,0.0,21.0,29.0
3627,Diesel,45.0,0.0,21.0,29.0
3628,Diesel,44.0,0.0,21.0,29.0
3629,Diesel,44.0,0.0,21.0,29.0
3630,Petrol,274.0,20.0,18.0,0.0
3631,Petrol,274.0,20.0,18.0,0.0
3632,Petrol,353.0,17.0,16.0,0.0
3633,Petrol,353.0,17.0,16.0,0.0
3634,Diesel,72.0,0.0,22.0,33.0
3635,Diesel,72.0,0.0,22.0,33.0
3636,Diesel,73.0,0.0,19.0,30.0
3637,Diesel,73.0,0.0,19.0,30.0
3638,Diesel Electric,42.0,0.0,40.0,47.0
3639,Diesel Electric,42.0,0.0,40.0,47.0
3640,Diesel Electric,42.0,0.0,40.0,47.0
3641,Diesel Electric,42.0,0.0,40.0,47.0
3642,Petrol,186.0,40.0,30.0,0.0
3643,Petrol,186.0,40.0,30.0,0.0
3644,Petrol,281.0,25.0,29.0,0.0
3645,Petrol,281.0,25.0,29.0,0.0
3646,Petrol,193.0,20.0,10.0,0.0
3647,Petrol,193.0,20.0,10.0,0.0
3648,Petrol,362.0,30.0,16.0,0.0
3649,Petrol,362.0,30.0,16.0,0.0
3650,Diesel,45.0,0.0,21.0,29.0
3651,Diesel,45.0,0.0,21.0,29.0
3652,Petrol,274.0,18.0,18.0,0.0
3653,Petrol,274.0,18.0,18.0,0.0
3654,Diesel,72.0,0.0,22.0,33.0
3655,Diesel,72.0,0.0,22.0,33.0
3656,Diesel Electric,42.0,0.0,40.0,47.0
3657,Diesel Electric,42.0,0.0,40.0,47.0
3658,Diesel Electric,42.0,0.0,40.0,47.0
3659,Diesel Electric,42.0,0.0,40.0,47.0
3660,Petrol,186.0,40.0,30.0,0.0
3661,Petrol,186.0,40.0,30.0,0.0
3662,Petrol,130.0,27.0,21.0,0.0
3663,Petrol,130.0,27.0,21.0,0.0
3664,Petrol,362.0,30.0,18.0,0.0
3665,Petrol,362.0,30.0,18.0,0.0
3666,Petrol,376.0,29.0,18.0,0.0
3667,Petrol,376.0,29.0,18.0,0.0
3668,Diesel,45.0,0.0,21.0,29.0
3669,Diesel,45.0,0.0,21.0,29.0
3670,Diesel,44.0,0.0,21.0,29.0
3671,Diesel,44.0,0.0,21.0,29.0
3672,Petrol,219.0,20.0,17.0,0.0
3673,Petrol,219.0,20.0,17.0,0.0
3674,Diesel,72.0,0.0,22.0,33.0
3675,Diesel,72.0,0.0,22.0,33.0
3676,Petrol,532.0,19.0,12.0,0.0
3677,Petrol,532.0,19.0,12.0,0.0
3678,Petrol,201.0,19.0,26.0,0.0
3679,Petrol,201.0,19.0,26.0,0.0
3680,Petrol,101.0,27.0,31.0,0.0
3681,Petrol,101.0,27.0,31.0,0.0
3682,Petrol,120.0,24.0,25.0,0.0
3683,Petrol,120.0,24.0,25.0,0.0
3684,Diesel,76.0,0.0,22.0,28.0
3685,Diesel,76.0,0.0,22.0,28.0
3686,Petrol,269.0,15.0,9.0,0.0
3687,Petrol,269.0,15.0,9.0,0.0
3688,Petrol,532.0,19.0,12.0,0.0
3689,Petrol,532.0,19.0,12.0,0.0
3690,Petrol,201.0,19.0,26.0,0.0
3691,Petrol,201.0,19.0,26.0,0.0
3692,Petrol,101.0,27.0,31.0,0.0
3693,Petrol,101.0,27.0,31.0,0.0
3694,Petrol,120.0,24.0,25.0,0.0
3695,Petrol,120.0,24.0,25.0,0.0
3696,Diesel,76.0,0.0,22.0,28.0
3697,Diesel,76.0,0.0,22.0,28.0
3698,Petrol,269.0,15.0,9.0,0.0
3699,Petrol,269.0,15.0,9.0,0.0
3700,Diesel,94.0,0.0,30.0,43.0
3701,Diesel,94.0,0.0,30.0,43.0
3702,Diesel,113.0,0.0,60.0,76.0
3703,Diesel,113.0,0.0,60.0,76.0
3704,Petrol,332.0,21.0,18.0,0.0
3705,Petrol,332.0,21.0,18.0,0.0
3706,Petrol,191.0,21.0,32.0,0.0
3707,Petrol,191.0,21.0,32.0,0.0
3708,Petrol,183.0,20.0,28.0,0.0
3709,Petrol,183.0,20.0,28.0,0.0
3710,Diesel,63.0,0.0,32.0,41.0
3711,Diesel,63.0,0.0,32.0,41.0
3712,Petrol,316.0,17.0,21.0,0.0
3713,Petrol,316.0,17.0,21.0,0.0
3714,Diesel,94.0,0.0,30.0,43.0
3715,Diesel,94.0,0.0,30.0,43.0
3716,Diesel,113.0,0.0,60.0,76.0
3717,Diesel,113.0,0.0,60.0,76.0
3718,Petrol,277.0,23.0,20.0,0.0
3719,Petrol,277.0,23.0,20.0,0.0
3720,Petrol,332.0,21.0,18.0,0.0
3721,Petrol,332.0,21.0,18.0,0.0
3722,Petrol,183.0,20.0,28.0,0.0
3723,Petrol,183.0,20.0,28.0,0.0
3724,Diesel,63.0,0.0,32.0,41.0
3725,Diesel,63.0,0.0,32.0,41.0
3726,Diesel,50.0,0.0,31.0,39.0
3727,Diesel,50.0,0.0,31.0,39.0
3728,Petrol,316.0,17.0,21.0,0.0
3729,Petrol,316.0,17.0,21.0,0.0
3730,Diesel,94.0,0.0,30.0,43.0
3731,Diesel,94.0,0.0,30.0,43.0
3732,Petrol,332.0,21.0,18.0,0.0
3733,Petrol,332.0,21.0,18.0,0.0
3734,Diesel,113.0,0.0,60.0,76.0
3735,Diesel,113.0,0.0,60.0,76.0
3736,Petrol,277.0,23.0,20.0,0.0
3737,Petrol,277.0,23.0,20.0,0.0
3738,Petrol,183.0,20.0,28.0,0.0
3739,Petrol,183.0,20.0,28.0,0.0
3740,Petrol,268.0,27.0,30.0,0.0
3741,Petrol,268.0,27.0,30.0,0.0
3742,Petrol,390.0,23.0,30.0,0.0
3743,Petrol,390.0,23.0,30.0,0.0
3744,Diesel,63.0,0.0,32.0,41.0
3745,Diesel,63.0,0.0,32.0,41.0
3746,Diesel,50.0,0.0,31.0,39.0
3747,Diesel,50.0,0.0,31.0,39.0
3748,Diesel,94.0,0.0,30.0,43.0
3749,Diesel,94.0,0.0,30.0,43.0
3750,Diesel Electric,42.0,0.0,40.0,47.0
3751,Diesel Electric,42.0,0.0,40.0,47.0
3752,Diesel Electric,42.0,0.0,40.0,47.0
3753,Diesel Electric,42.0,0.0,40.0,47.0
3754,Diesel,136.0,0.0,50.0,71.0
3755,Diesel,136.0,0.0,50.0,71.0
3756,Diesel,113.0,0.0,60.0,76.0
3757,Diesel,113.0,0.0,60.0,76.0
3758,Diesel,97.0,0.0,50.0,66.0
3759,Diesel,97.0,0.0,50.0,66.0
3760,Petrol,183.0,20.0,28.0,0.0
3761,Petrol,183.0,20.0,28.0,0.0
3762,Petrol,268.0,27.0,30.0,0.0
3763,Petrol,268.0,27.0,30.0,0.0
3764,Petrol,390.0,23.0,30.0,0.0
3765,Petrol,390.0,23.0,30.0,0.0
3766,Diesel,63.0,0.0,32.0,41.0
3767,Diesel,63.0,0.0,32.0,41.0
3768,Diesel,94.0,0.0,30.0,43.0
3769,Diesel,94.0,0.0,30.0,43.0
3770,Diesel Electric,42.0,0.0,40.0,47.0
3771,Diesel Electric,42.0,0.0,40.0,47.0
3772,Diesel Electric,42.0,0.0,40.0,47.0
3773,Diesel Electric,42.0,0.0,40.0,47.0
3774,Diesel,136.0,0.0,50.0,71.0
3775,Diesel,136.0,0.0,50.0,71.0
3776,Diesel,113.0,0.0,60.0,76.0
3777,Diesel,113.0,0.0,60.0,76.0
3778,Petrol,277.0,23.0,20.0,0.0
3779,Petrol,277.0,23.0,20.0,0.0
3780,Petrol,166.0,27.0,23.0,0.0
3781,Petrol,166.0,27.0,23.0,0.0
3782,Diesel,51.0,0.0,17.0,23.0
3783,Diesel,51.0,0.0,17.0,23.0
3784,Diesel,56.0,0.0,18.0,23.0
3785,Diesel,56.0,0.0,18.0,23.0
3786,Petrol,197.0,29.0,29.0,0.0
3787,Petrol,197.0,29.0,29.0,0.0
3788,Diesel,51.0,0.0,17.0,23.0
3789,Diesel,51.0,0.0,17.0,23.0
3790,Diesel,56.0,0.0,18.0,23.0
3791,Diesel,56.0,0.0,18.0,23.0
3792,Petrol,236.0,23.0,34.0,0.0
3793,Petrol,236.0,23.0,34.0,0.0
3794,Petrol,461.0,28.0,21.0,0.0
3795,Petrol,461.0,28.0,21.0,0.0
3796,Petrol,461.0,28.0,21.0,0.0
3797,Petrol,461.0,28.0,21.0,0.0
3798,Diesel,37.0,0.0,37.0,45.0
3799,Diesel,37.0,0.0,37.0,45.0
3800,Petrol,424.0,18.0,16.0,0.0
3801,Petrol,424.0,18.0,16.0,0.0
3802,Diesel,104.0,0.0,31.0,42.0
3803,Diesel,104.0,0.0,31.0,42.0
3804,Diesel,37.0,0.0,37.0,45.0
3805,Diesel,37.0,0.0,37.0,45.0
3806,Diesel,104.0,0.0,31.0,42.0
3807,Diesel,104.0,0.0,31.0,42.0
3808,Petrol,236.0,23.0,34.0,0.0
3809,Petrol,236.0,23.0,34.0,0.0
3810,Petrol,461.0,28.0,21.0,0.0
3811,Petrol,461.0,28.0,21.0,0.0
3812,Petrol,424.0,18.0,16.0,0.0
3813,Petrol,424.0,18.0,16.0,0.0
3814,Petrol,209.0,20.0,34.0,0.0
3815,Petrol,209.0,20.0,34.0,0.0
3816,Diesel,61.0,0.0,36.0,53.0
3817,Diesel,61.0,0.0,36.0,53.0
3818,Diesel Electric,36.0,0.0,41.0,47.0
3819,Diesel Electric,36.0,0.0,41.0,47.0
3820,Diesel Electric,36.0,0.0,41.0,47.0
3821,Diesel Electric,36.0,0.0,41.0,47.0
3822,Diesel,61.0,0.0,36.0,53.0
3823,Diesel,61.0,0.0,36.0,53.0
3824,Petrol,266.0,37.0,35.0,0.0
3825,Petrol,266.0,37.0,35.0,0.0
3826,Diesel,75.0,0.0,36.0,54.0
3827,Diesel,75.0,0.0,36.0,54.0
3828,Petrol,209.0,20.0,34.0,0.0
3829,Petrol,209.0,20.0,34.0,0.0
3830,Diesel,69.0,0.0,32.0,50.0
3831,Diesel,69.0,0.0,32.0,50.0
3832,Petrol,172.0,30.0,21.0,0.0
3833,Petrol,172.0,30.0,21.0,0.0
3834,Petrol,279.0,45.0,28.0,0.0
3835,Petrol,279.0,45.0,28.0,0.0
3836,Petrol,188.0,30.0,20.0,0.0
3837,Petrol,188.0,30.0,20.0,0.0
3838,Petrol,279.0,45.0,28.0,0.0
3839,Petrol,279.0,45.0,28.0,0.0
3840,Petrol,188.0,30.0,20.0,0.0
3841,Petrol,188.0,30.0,20.0,0.0
3842,Diesel,113.0,0.0,51.0,69.0
3843,Diesel,113.0,0.0,51.0,69.0
3844,Diesel,113.0,0.0,51.0,69.0
3845,Diesel,113.0,0.0,51.0,69.0
3846,Petrol,199.0,27.0,37.0,0.0
3847,Petrol,199.0,27.0,37.0,0.0
3848,Petrol,199.0,27.0,37.0,0.0
3849,Petrol,199.0,27.0,37.0,0.0
3850,Petrol,410.0,53.0,21.0,0.0
3851,Petrol,410.0,53.0,21.0,0.0
3852,Petrol,153.0,18.0,32.0,0.0
3853,Petrol,153.0,18.0,32.0,0.0
3854,Petrol,60.0,25.0,24.0,0.0
3855,Petrol,60.0,25.0,24.0,0.0
3856,Petrol,229.0,19.0,21.0,0.0
3857,Petrol,229.0,19.0,21.0,0.0
3858,Petrol,300.0,20.0,23.0,0.0
3859,Petrol,300.0,20.0,23.0,0.0
3860,Petrol,341.0,24.0,18.0,0.0
3861,Petrol,341.0,24.0,18.0,0.0
3862,Petrol,760.0,52.0,27.0,30.5
3863,Petrol,760.0,52.0,27.0,30.5
3864,Petrol,600.0,33.0,16.0,30.5
3865,Petrol,421.0,22.0,16.0,30.5
3866,Petrol,309.0,37.0,32.0,30.5
3867,Petrol,597.0,28.0,55.0,30.5
3868,Petrol,597.0,28.0,55.0,30.5
3869,Electricity / Petrol,396.0,50.0,18.0,30.5
3870,Electricity / Petrol,396.0,50.0,18.0,30.5
3871,Petrol,749.0,40.0,19.0,30.5
3872,Petrol,749.0,40.0,19.0,30.5
3873,Petrol,749.0,40.0,19.0,30.5
3874,Diesel,45.0,0.0,30.0,34.0
3875,Diesel,45.0,0.0,30.0,34.0
3876,Diesel,40.0,0.0,22.0,27.0
3877,Diesel,40.0,0.0,22.0,27.0
3878,Diesel,45.0,0.0,30.0,34.0
3879,Diesel,45.0,0.0,30.0,34.0
3880,Diesel,40.0,0.0,22.0,27.0
3881,Diesel,40.0,0.0,22.0,27.0
3882,Diesel,45.0,0.0,30.0,34.0
3883,Diesel,45.0,0.0,30.0,34.0
3884,Diesel,40.0,0.0,22.0,27.0
3885,Diesel,40.0,0.0,22.0,27.0
3886,Diesel,45.0,0.0,30.0,34.0
3887,Diesel,45.0,0.0,30.0,34.0
3888,Diesel,40.0,0.0,22.0,27.0
3889,Diesel,40.0,0.0,22.0,27.0
3890,Petrol,63.0,8.0,23.0,30.5
3891,Electricity / Petrol,84.0,12.0,7.0,30.5
3892,Electricity / Petrol,84.0,12.0,7.0,30.5
3893,Electricity / Petrol,84.0,12.0,7.0,30.5
3894,Electricity / Petrol,84.0,12.0,7.0,30.5
3895,Petrol,441.0,30.0,19.0,30.5
3896,Petrol,124.0,27.0,27.0,30.5
3897,Petrol,127.0,18.0,22.0,39.333333333333336
3898,Petrol,606.0,27.0,22.0,39.333333333333336
3899,Petrol,606.0,27.0,22.0,39.333333333333336
3900,Petrol,714.0,30.0,15.0,39.333333333333336
3901,Petrol,714.0,30.0,15.0,39.333333333333336
3902,Petrol,646.0,23.0,34.0,39.333333333333336
3903,Petrol,646.0,23.0,34.0,39.333333333333336
3904,Petrol,562.0,46.0,25.0,39.333333333333336
3905,Petrol,562.0,46.0,25.0,39.333333333333336
3906,Petrol,423.0,48.0,27.0,39.333333333333336
3907,Petrol,423.0,48.0,27.0,39.333333333333336
3908,Petrol,277.0,16.0,11.0,39.333333333333336
3909,Petrol,277.0,16.0,11.0,39.333333333333336
3910,Petrol,481.0,23.0,7.0,39.333333333333336
3911,Petrol,481.0,23.0,7.0,39.333333333333336
3912,Petrol,444.0,20.0,11.0,39.333333333333336
3913,Petrol,444.0,20.0,11.0,39.333333333333336
3914,Diesel,44.0,16.84259259259259,43.0,49.0
3915,Diesel,44.0,16.84259259259259,43.0,49.0
3916,Diesel,44.0,16.84259259259259,43.0,49.0
3917,Diesel,44.0,16.84259259259259,43.0,49.0
3918,Diesel,44.0,16.84259259259259,35.0,39.0
3919,Diesel,44.0,16.84259259259259,35.0,39.0
3920,Diesel,63.0,16.84259259259259,40.0,53.0
3921,Diesel,63.0,16.84259259259259,40.0,53.0
3922,Diesel,69.0,16.84259259259259,29.0,41.0
3923,Diesel,69.0,16.84259259259259,29.0,41.0
3924,Diesel,63.0,16.84259259259259,31.0,41.0
3925,Diesel,63.0,16.84259259259259,31.0,41.0
3926,Petrol,342.0,35.0,14.0,39.333333333333336
3927,Petrol,342.0,35.0,14.0,39.333333333333336
3928,Petrol,530.0,45.0,18.0,39.333333333333336
3929,Petrol,530.0,45.0,18.0,39.333333333333336
3930,Petrol,370.0,26.0,12.0,39.333333333333336
3931,Petrol,370.0,26.0,12.0,39.333333333333336
3932,Diesel,44.0,16.84259259259259,43.0,49.0
3933,Diesel,44.0,16.84259259259259,43.0,49.0
3934,Diesel,44.0,16.84259259259259,35.0,39.0
3935,Diesel,44.0,16.84259259259259,35.0,39.0
3936,Diesel,63.0,16.84259259259259,40.0,53.0
3937,Diesel,63.0,16.84259259259259,40.0,53.0
3938,Diesel,69.0,16.84259259259259,29.0,41.0
3939,Diesel,69.0,16.84259259259259,29.0,41.0
3940,Diesel,63.0,16.84259259259259,31.0,41.0
3941,Diesel,63.0,16.84259259259259,31.0,41.0
3942,Petrol,154.0,13.0,16.0,39.333333333333336
3943,Petrol,154.0,13.0,16.0,39.333333333333336
3944,Diesel,107.0,16.84259259259259,47.0,80.0
3945,Diesel,107.0,16.84259259259259,47.0,80.0
3946,Petrol,154.0,13.0,16.0,39.333333333333336
3947,Petrol,247.0,19.0,22.0,39.333333333333336
3948,Petrol,265.0,24.0,26.0,39.333333333333336
3949,Petrol,265.0,24.0,26.0,39.333333333333336
3950,Diesel,135.0,16.84259259259259,48.0,78.0
3951,Petrol,247.0,19.0,22.0,39.333333333333336
3952,Petrol,265.0,24.0,26.0,39.333333333333336
3953,Petrol,406.0,30.0,11.0,39.333333333333336
3954,Petrol,406.0,30.0,11.0,39.333333333333336
3955,Petrol,407.0,33.0,16.0,39.333333333333336
3956,Petrol,407.0,33.0,16.0,39.333333333333336
3957,Petrol,141.0,21.0,3.0,39.333333333333336
3958,Petrol,415.0,29.0,11.0,39.333333333333336
3959,Petrol,415.0,29.0,11.0,39.333333333333336
3960,Petrol,407.0,33.0,216.0,39.333333333333336
3961,Petrol,407.0,33.0,16.0,39.333333333333336
3962,Petrol Electric,297.0,9.0,31.0,40.0
3963,Petrol Electric,297.0,9.0,31.0,40.0
3964,Petrol Electric,297.0,9.0,31.0,40.0
3965,Petrol Electric,297.0,9.0,31.0,40.0
3966,Petrol Electric,297.0,9.0,31.0,40.0
3967,Petrol Electric,297.0,9.0,31.0,40.0
3968,Diesel Electric,247.0,28.0,33.0,61.0
3969,Diesel Electric,247.0,28.0,33.0,61.0
3970,Diesel Electric,243.0,22.0,39.0,61.0
3971,Diesel Electric,243.0,22.0,39.0,61.0
3972,Petrol Electric,316.0,11.0,28.0,38.0
3973,Petrol Electric,316.0,11.0,28.0,38.0
3974,Diesel Electric,243.0,22.0,39.0,61.0
3975,Diesel Electric,243.0,22.0,39.0,61.0
3976,Petrol Electric,316.0,11.0,28.0,38.0
3977,Petrol Electric,316.0,11.0,28.0,38.0
3978,Diesel Electric,243.0,22.0,39.0,61.0
3979,Diesel Electric,243.0,22.0,39.0,61.0
3980,Petrol Electric,316.0,11.0,28.0,38.0
3981,Petrol Electric,316.0,11.0,28.0,38.0
3982,Petrol Electric,301.0,11.0,30.0,40.0
3983,Petrol Electric,301.0,11.0,30.0,40.0
3984,Petrol Electric,289.0,10.0,30.0,40.0
3985,Petrol Electric,289.0,10.0,30.0,40.0
3986,Petrol Electric,289.0,10.0,30.0,40.0
3987,Petrol Electric,289.0,10.0,30.0,40.0
3988,Petrol Electric,370.0,15.0,26.0,42.0
3989,Petrol Electric,370.0,15.0,26.0,42.0
3990,Electricity / Petrol,673.0,5.0,10.0,15.0
3991,Electricity / Petrol,673.0,5.0,10.0,15.0
3992,Electricity / Petrol,673.0,5.0,10.0,15.0
3993,Electricity / Petrol,673.0,5.0,10.0,15.0
3994,Electricity / Petrol,677.0,6.0,8.0,14.0
3995,Electricity / Petrol,677.0,6.0,8.0,14.0
3996,Petrol Electric,295.0,9.0,30.0,38.0
3997,Petrol Electric,295.0,9.0,30.0,38.0
3998,Diesel Electric,247.0,27.0,32.0,59.0
3999,Diesel Electric,247.0,27.0,32.0,59.0
4000,Petrol Electric,295.0,9.0,30.0,38.0
4001,Petrol Electric,295.0,9.0,30.0,38.0
4002,Diesel Electric,247.0,27.0,32.0,59.0
4003,Diesel Electric,247.0,27.0,32.0,59.0
4004,Petrol Electric,295.0,9.0,30.0,38.0
4005,Petrol Electric,295.0,9.0,30.0,38.0
4006,Diesel Electric,247.0,27.0,32.0,59.0
4007,Diesel Electric,247.0,27.0,32.0,59.0
4008,Petrol Electric,295.0,9.0,30.0,38.0
4009,Petrol Electric,295.0,9.0,30.0,38.0
4010,Petrol Electric,295.0,9.0,30.0,38.0
4011,Petrol Electric,295.0,9.0,30.0,38.0
4012,Petrol Electric,406.0,11.0,33.0,44.0
4013,Petrol Electric,406.0,11.0,33.0,44.0
4014,Diesel Electric,244.0,24.0,38.0,62.0
4015,Diesel Electric,244.0,24.0,38.0,62.0
4016,Petrol Electric,397.0,20.0,27.0,47.0
4017,Petrol Electric,397.0,20.0,27.0,47.0
4018,Petrol Electric,441.0,26.0,36.0,62.0
4019,Petrol Electric,441.0,26.0,36.0,62.0
4020,Electricity / Petrol,559.0,6.0,8.0,15.0
4021,Electricity / Petrol,559.0,6.0,8.0,15.0
4022,Electricity / Petrol,559.0,6.0,8.0,15.0
4023,Electricity / Petrol,559.0,6.0,8.0,15.0
4024,Petrol Electric,269.0,10.0,24.0,34.0
4025,Petrol Electric,269.0,10.0,24.0,34.0
4026,Petrol Electric,269.0,10.0,24.0,34.0
4027,Petrol Electric,269.0,10.0,24.0,34.0
4028,Petrol Electric,291.0,11.0,30.0,41.0
4029,Petrol Electric,291.0,11.0,30.0,41.0
4030,Petrol Electric,291.0,11.0,30.0,41.0
4031,Petrol Electric,291.0,11.0,30.0,41.0
4032,Petrol Electric,269.0,10.0,24.0,34.0
4033,Petrol Electric,269.0,10.0,24.0,34.0
4034,Petrol Electric,291.0,11.0,30.0,41.0
4035,Petrol Electric,291.0,11.0,30.0,41.0
4036,Petrol Electric,269.0,10.0,24.0,34.0
