,count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,easting,northing,latitude,longitude,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
19154,74625,E,2008,16/09/2008,9,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,12,6,1043,29,250,60,13,22,0,10,4,109,1437
18934,73295,N,2008,26/09/2008,17,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,6,12,817,5,65,5,0,0,0,0,0,5,904
19056,56122,E,2008,26/06/2008,7,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,11,26,649,13,166,27,12,26,5,4,12,86,940
19057,56122,E,2008,26/06/2008,8,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,13,18,679,15,105,32,5,11,3,3,10,64,881
19058,56122,E,2008,26/06/2008,9,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,2,12,549,25,111,28,7,15,2,10,9,71,768
19059,56122,E,2008,26/06/2008,10,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,2,6,472,18,114,34,4,9,3,6,9,65,675
19060,56122,E,2008,26/06/2008,11,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,2,6,472,18,114,34,4,9,3,6,9,65,675
19061,56122,E,2008,26/06/2008,12,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,7,6,381,5,89,18,5,5,1,10,9,48,529
19062,56122,W,2008,26/06/2008,13,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,4,5,359,5,69,25,7,12,1,2,9,56,494
19063,56122,W,2008,26/06/2008,14,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,2,7,539,13,146,36,18,10,4,5,17,90,795
19064,56122,W,2008,26/06/2008,15,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,4,2,459,14,115,28,14,4,3,2,13,64,654
19065,56122,W,2008,26/06/2008,16,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,5,25,805,16,154,13,7,13,3,5,8,49,1049
19066,56122,W,2008,26/06/2008,17,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,12,27,893,8,86,8,3,2,0,5,5,23,1037
19067,56122,W,2008,26/06/2008,18,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,4,12,477,6,66,7,1,0,2,5,4,19,580
19068,56122,W,2008,26/06/2008,7,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,13,21,739,14,232,19,7,12,1,7,3,49,1055
18933,73295,N,2008,26/09/2008,16,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,1,17,867,13,61,2,1,0,0,0,0,3,961
19069,56122,W,2008,26/06/2008,8,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,4,20,709,17,159,29,8,19,3,10,10,79,984
19071,56122,W,2008,26/06/2008,10,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,1,8,348,8,109,31,11,12,2,4,13,73,546
19072,56122,W,2008,26/06/2008,11,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,2,0,288,6,80,30,8,13,3,15,8,77,451
19073,56122,W,2008,26/06/2008,12,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,3,6,400,8,124,24,9,8,3,6,8,58,596
19074,56122,E,2008,26/06/2008,13,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,3,6,414,5,89,17,7,10,3,9,2,48,562
19075,56122,E,2008,26/06/2008,14,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,1,15,447,9,97,25,3,10,2,10,6,56,624
19076,56122,E,2008,26/06/2008,15,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,3,11,509,15,99,16,11,3,3,12,4,49,683
19077,56122,E,2008,26/06/2008,16,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,3,25,501,8,84,8,2,5,2,4,7,28,646
19078,56122,E,2008,26/06/2008,17,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,10,34,620,12,92,2,1,0,0,5,2,10,768
19079,56122,E,2008,26/06/2008,18,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,6,14,669,8,65,3,1,0,0,4,4,12,768
19080,74772,N,2008,27/06/2008,7,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,17,13,546,75,116,18,3,5,0,0,0,26,776
19081,74772,N,2008,27/06/2008,8,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,27,17,654,113,133,22,4,5,0,0,1,32,949
19082,74772,N,2008,27/06/2008,9,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,12,8,593,99,113,20,1,3,0,0,0,24,837
19083,74772,N,2008,27/06/2008,10,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,5,7,575,85,122,25,3,2,5,1,0,36,825
19084,74772,N,2008,27/06/2008,11,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,3,5,677,80,138,25,0,2,1,1,0,29,929
19070,56122,W,2008,26/06/2008,9,1,South West,144,"Bristol, City of",A4,Major,354064,176826,51.48850735,-2.66298967,7,1,526,14,129,36,10,10,2,12,14,84,754
18932,73295,N,2008,26/09/2008,15,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,3,12,771,12,59,4,0,0,0,0,0,4,858
18931,73295,N,2008,26/09/2008,14,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,2,4,768,11,55,6,0,0,0,1,0,7,845
18930,73295,N,2008,26/09/2008,13,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,0,5,574,8,85,8,0,0,0,0,0,8,680
18781,47676,S,2008,23/05/2008,8,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,14,18,468,3,65,7,1,0,0,1,0,9,563
18782,47676,S,2008,23/05/2008,9,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,2,4,509,4,75,9,3,0,0,0,1,13,605
18783,47676,S,2008,23/05/2008,10,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,1,3,419,3,58,14,3,0,2,0,1,20,503
18784,47676,S,2008,23/05/2008,11,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,1,3,419,3,58,14,3,0,2,0,1,20,503
18785,47676,S,2008,23/05/2008,12,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,2,7,537,0,55,12,1,0,0,2,0,15,614
18786,47676,N,2008,23/05/2008,13,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,3,4,440,1,67,8,2,0,0,2,0,12,524
18787,47676,N,2008,23/05/2008,14,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,3,3,475,5,56,7,0,0,0,0,0,7,546
18788,47676,N,2008,23/05/2008,15,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,2,4,557,3,44,6,0,0,0,0,0,6,614
18789,47676,N,2008,23/05/2008,16,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,4,10,691,1,52,6,0,0,0,0,0,6,760
18790,47676,N,2008,23/05/2008,17,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,8,8,661,1,22,1,0,0,0,0,0,1,693
18791,47676,N,2008,23/05/2008,18,1,South West,144,"Bristol, City of",A4018,Major,357000,176990,51.49021336,-2.62072642,4,11,508,1,31,0,0,0,0,0,0,0,551
18912,73295,N,2008,26/09/2008,7,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,11,5,609,11,50,8,2,0,0,0,0,10,685
18913,73295,N,2008,26/09/2008,8,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,10,6,917,7,51,5,1,0,0,1,0,7,988
18914,73295,N,2008,26/09/2008,9,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,5,7,717,8,60,3,1,0,1,1,0,6,798
18915,73295,N,2008,26/09/2008,10,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,3,4,673,10,64,10,4,1,1,0,0,16,767
18916,73295,N,2008,26/09/2008,11,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,4,6,632,12,68,5,4,1,1,1,1,13,731
18917,73295,N,2008,26/09/2008,12,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,4,6,770,8,57,9,1,0,0,1,0,11,852
18929,73295,S,2008,26/09/2008,12,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,3,4,814,6,90,11,1,3,1,0,0,16,930
18928,73295,S,2008,26/09/2008,11,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,1,5,679,9,71,10,2,1,0,0,0,13,777
18927,73295,S,2008,26/09/2008,10,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,1,9,541,6,64,13,1,0,0,1,0,15,635
18926,73295,S,2008,26/09/2008,9,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,2,5,542,12,91,6,1,0,0,0,0,7,657
18925,73295,S,2008,26/09/2008,8,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,5,4,764,9,100,10,2,0,1,1,0,14,891
18924,73295,S,2008,26/09/2008,7,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,3,3,579,13,99,6,1,1,0,0,0,8,702
19085,74772,N,2008,27/06/2008,12,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,6,6,752,87,142,22,1,4,0,2,1,30,1017
18923,73295,S,2008,26/09/2008,18,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,7,3,784,7,44,1,0,0,0,0,0,1,839
22152,990510,N,2008,29/04/2008,7,1,South West,144,"Bristol, City of",B4054,Minor,352810,177330,51.49293521,-2.68111673,18,5,283,10,68,2,0,0,0,1,0,3,369
22153,990510,N,2008,29/04/2008,8,1,South West,144,"Bristol, City of",B4054,Minor,352810,177330,51.49293521,-2.68111673,7,3,390,14,48,4,0,0,1,0,0,5,460
18921,73295,S,2008,26/09/2008,16,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,4,8,802,5,51,4,0,0,0,0,0,4,870
18920,73295,S,2008,26/09/2008,15,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,10,6,810,6,65,6,0,0,0,1,0,7,894
18919,73295,S,2008,26/09/2008,14,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,4,8,806,7,66,7,0,1,0,0,2,10,897
18918,73295,S,2008,26/09/2008,13,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,1,10,848,8,76,4,0,1,0,0,1,6,948
18922,73295,S,2008,26/09/2008,17,1,South West,144,"Bristol, City of",A4018,Major,357330,178790,51.50642213,-2.61619197,11,8,810,8,41,1,0,0,1,0,0,2,869
19155,74625,E,2008,16/09/2008,10,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,2,11,922,27,244,45,8,17,0,7,11,88,1292
19086,74772,S,2008,27/06/2008,13,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,24,11,785,102,123,11,1,2,4,1,0,19,1040
19088,74772,S,2008,27/06/2008,15,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,21,19,773,97,126,14,1,3,4,2,2,26,1041
19124,16961,N,2008,14/05/2008,15,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,6,6,531,14,84,16,8,3,3,1,2,33,668
19125,16961,N,2008,14/05/2008,16,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,18,12,721,6,131,13,2,0,0,0,2,17,887
19126,16961,N,2008,14/05/2008,17,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,12,12,729,6,54,5,0,2,0,0,1,8,809
19127,16961,N,2008,14/05/2008,18,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,20,11,690,7,62,2,0,0,0,0,3,5,775
19128,27127,E,2008,08/07/2008,7,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,5,5,274,26,61,9,5,0,0,1,1,16,382
19129,27127,E,2008,08/07/2008,8,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,19,4,399,28,92,8,0,0,0,0,3,11,534
19130,27127,E,2008,08/07/2008,9,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,10,3,297,28,102,23,2,0,1,0,3,29,459
19131,27127,E,2008,08/07/2008,10,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,10,6,330,29,116,21,4,0,1,2,0,28,509
19132,27127,E,2008,08/07/2008,11,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,3,5,386,28,102,14,4,2,2,0,1,23,544
19133,27127,E,2008,08/07/2008,12,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,7,10,481,33,109,15,3,1,1,2,2,24,657
19134,27127,W,2008,08/07/2008,13,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,17,25,470,23,82,15,5,1,0,2,1,24,624
19135,27127,W,2008,08/07/2008,14,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,8,10,415,22,89,13,7,1,0,1,0,22,558
19136,27127,W,2008,08/07/2008,15,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,7,12,458,24,74,5,2,0,0,0,1,8,576
19137,27127,W,2008,08/07/2008,16,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,17,13,483,23,72,7,3,2,0,0,0,12,603
19123,16961,N,2008,14/05/2008,14,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,3,6,429,9,131,10,6,4,0,0,1,21,596
19138,27127,W,2008,08/07/2008,17,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,21,18,406,22,47,1,0,0,0,0,0,1,494
19140,27127,W,2008,08/07/2008,7,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,54,36,736,28,174,9,1,2,0,0,0,12,986
19141,27127,W,2008,08/07/2008,8,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,81,38,625,21,116,13,2,1,1,2,0,19,819
19142,27127,W,2008,08/07/2008,9,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,24,11,499,41,129,21,4,3,2,1,0,31,711
19143,27127,W,2008,08/07/2008,10,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,16,6,378,25,122,15,6,1,1,1,0,24,555
19144,27127,W,2008,08/07/2008,11,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,16,6,378,25,122,15,6,1,1,1,0,24,555
19145,27127,W,2008,08/07/2008,12,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,10,24,392,27,97,15,2,1,0,2,2,22,562
19146,27127,E,2008,08/07/2008,13,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,12,10,505,23,118,14,4,0,1,3,0,22,678
19147,27127,E,2008,08/07/2008,14,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,6,15,539,29,114,13,1,2,0,1,0,17,714
19148,27127,E,2008,08/07/2008,15,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,26,17,602,29,124,8,2,1,0,0,1,12,784
19149,27127,E,2008,08/07/2008,16,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,33,39,678,29,148,9,0,0,0,0,2,11,905
19150,27127,E,2008,08/07/2008,17,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,76,38,794,28,96,3,0,1,2,0,0,6,962
19151,27127,E,2008,08/07/2008,18,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,51,28,654,25,63,2,0,0,0,0,1,3,773
19152,74625,E,2008,16/09/2008,7,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,20,27,1036,19,278,26,10,17,2,4,5,64,1424
19153,74625,E,2008,16/09/2008,8,1,South West,144,"Bristol, City of",A38,Major,357750,170660,51.43335694,-2.60916622,21,39,1319,36,218,41,13,10,4,4,4,76,1688
19139,27127,W,2008,08/07/2008,18,1,South West,144,"Bristol, City of",A420,Major,361000,173360,51.45786665,-2.56271514,15,8,530,30,47,0,1,0,0,0,0,1,616
19122,16961,N,2008,14/05/2008,13,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,7,9,445,3,113,19,3,2,0,1,5,30,600
19121,16961,S,2008,14/05/2008,12,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,6,4,443,2,102,29,9,5,3,4,0,50,601
19120,16961,S,2008,14/05/2008,11,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,4,5,428,7,93,31,9,5,2,5,3,55,588
19089,74772,S,2008,27/06/2008,16,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,39,13,809,120,98,10,1,6,1,1,0,19,1059
19090,74772,S,2008,27/06/2008,17,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,46,17,777,120,66,4,1,2,1,2,0,10,990
19091,74772,S,2008,27/06/2008,18,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,28,8,839,78,40,2,1,1,2,0,0,6,971
19092,74772,S,2008,27/06/2008,7,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,55,34,729,106,142,25,1,2,1,0,0,29,1040
19093,74772,S,2008,27/06/2008,8,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,153,46,832,114,140,20,2,1,0,2,1,26,1158
19094,74772,S,2008,27/06/2008,9,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,79,18,836,118,120,26,3,0,0,2,0,31,1123
19095,74772,S,2008,27/06/2008,10,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,27,3,791,101,128,12,4,2,1,1,0,20,1043
19096,74772,S,2008,27/06/2008,11,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,27,3,791,101,128,12,4,2,1,1,0,20,1043
19097,74772,S,2008,27/06/2008,12,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,18,5,730,85,107,10,4,0,0,0,0,14,941
19098,74772,N,2008,27/06/2008,13,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,18,16,746,80,137,16,3,3,0,3,0,25,1004
19099,74772,N,2008,27/06/2008,14,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,25,17,786,83,149,16,1,3,0,1,1,22,1057
19100,74772,N,2008,27/06/2008,15,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,34,23,929,85,132,14,1,1,0,0,0,16,1185
19101,74772,N,2008,27/06/2008,16,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,53,36,1168,103,115,8,0,0,0,0,0,8,1430
19102,74772,N,2008,27/06/2008,17,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,87,39,1081,94,52,1,0,1,0,0,0,2,1268
19103,74772,N,2008,27/06/2008,18,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,59,22,801,82,45,1,0,0,1,0,0,2,952
19104,16961,N,2008,14/05/2008,7,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,24,17,613,2,100,12,4,5,2,3,5,31,763
19105,16961,N,2008,14/05/2008,8,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,31,18,793,2,101,12,5,4,2,3,1,27,941
19119,16961,S,2008,14/05/2008,10,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,4,4,339,1,85,30,4,6,1,6,2,49,478
19118,16961,S,2008,14/05/2008,9,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,2,2,376,5,106,19,6,5,1,5,5,41,530
19117,16961,S,2008,14/05/2008,8,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,12,8,356,2,63,15,2,3,1,2,3,26,455
19116,16961,S,2008,14/05/2008,7,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,10,16,398,6,110,14,4,6,3,1,1,29,559
19115,16961,S,2008,14/05/2008,18,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,22,20,702,3,37,5,0,0,0,1,0,6,768
19114,16961,S,2008,14/05/2008,17,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,29,20,714,3,44,4,1,1,1,0,0,7,788
19087,74772,S,2008,27/06/2008,14,1,South West,144,"Bristol, City of",A38,Major,358992,173458,51.45860546,-2.59162594,15,7,788,94,116,18,2,2,4,0,0,26,1031
19113,16961,S,2008,14/05/2008,16,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,3,17,554,3,83,11,0,2,0,3,0,16,673
19111,16961,S,2008,14/05/2008,14,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,5,9,438,8,107,13,4,4,1,5,1,28,590
19110,16961,S,2008,14/05/2008,13,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,8,5,451,5,110,14,5,5,4,4,3,35,606
19109,16961,N,2008,14/05/2008,12,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,12,6,422,2,77,16,4,5,1,3,5,34,541
19108,16961,N,2008,14/05/2008,11,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,4,4,420,5,92,17,7,5,0,3,4,36,557
19107,16961,N,2008,14/05/2008,10,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,4,4,420,5,92,17,7,5,0,3,4,36,557
19106,16961,N,2008,14/05/2008,9,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,14,8,631,9,145,23,6,4,3,3,5,44,837
19112,16961,S,2008,14/05/2008,15,1,South West,144,"Bristol, City of",A370,Major,357400,172000,51.44537866,-2.61436243,5,7,519,10,88,17,2,6,3,2,3,33,657
19894,946796,S,2008,16/06/2008,17,1,South West,144,"Bristol, City of",U,Minor,362313,168185,51.41142661,-2.54326568,1,1,17,0,1,0,0,0,0,0,0,0,19
21252,946786,S,2008,19/09/2008,7,1,South West,144,"Bristol, City of",U,Minor,352373,177858,51.49764563,-2.68748223,1,0,32,0,5,0,0,0,0,0,0,0,37
19896,946796,S,2008,16/06/2008,7,1,South West,144,"Bristol, City of",U,Minor,362313,168185,51.41142661,-2.54326568,0,0,3,0,0,0,0,0,0,0,0,0,3
21082,946794,W,2008,11/06/2008,17,1,South West,144,"Bristol, City of",U,Minor,357112,174548,51.46826594,-2.61881604,5,0,49,0,3,0,0,0,0,0,0,0,52
21081,946794,W,2008,11/06/2008,16,1,South West,144,"Bristol, City of",U,Minor,357112,174548,51.46826594,-2.61881604,3,0,37,0,4,0,0,0,0,0,0,0,41
21080,946794,W,2008,11/06/2008,15,1,South West,144,"Bristol, City of",U,Minor,357112,174548,51.46826594,-2.61881604,0,1,53,0,2,1,0,0,0,0,0,1,57
21079,946794,W,2008,11/06/2008,14,1,South West,144,"Bristol, City of",U,Minor,357112,174548,51.46826594,-2.61881604,0,0,35,0,4,0,0,0,0,0,0,0,39
21078,946794,W,2008,11/06/2008,13,1,South West,144,"Bristol, City of",U,Minor,357112,174548,51.46826594,-2.61881604,2,1,35,0,6,1,0,0,0,0,0,1,43
